source	time	person	location	organization	miscellaneous
	2020-07-01 00:00:00	nevenvic perunews|	loreto|		alegria 
	2020-07-01 00:00:00	rppnoticias minsa peru|			miedo   
	2020-07-01 00:00:00		peru|com zg8bbtve8e|		tristeza
	2020-07-01 00:00:00			congreso|desatencion|	ira  
	2020-07-01 00:00:00	peru|			ira   
	2020-07-01 00:00:00		paraguay|		alegria  
	2020-07-01 00:00:00		covid|us|india|		miedo
	2020-07-01 00:00:00	peru|pais|			tristeza 
	2020-07-01 00:00:00	peru|pais|			tristeza  
	2020-07-01 00:00:00	peru|			miedo 
	2020-07-01 00:00:00		republica martinvizcarrac|		tristeza   
	2020-07-01 00:00:00		peru lima|callao|		tristeza
	2020-07-01 00:00:00		loreto|		alegria   
	2020-07-01 00:00:00	huanuco|essalud de|	twitter com hfqqvcwdxn|		tristeza 
	2020-07-01 00:00:00	elcomercio peru|			tristeza  
	2020-07-01 00:00:00	essaludperu fioremolinelli|	hospital sabogal|		tristeza   
	2020-07-01 00:00:00		cuba|cuba|		alegría
	2020-07-01 00:00:00		brasil|		tristeza
	2020-07-01 00:00:00	peru|			tristeza 
	2020-07-01 00:00:00	peru|			ira
	2020-07-01 00:00:00		agonia|elpais america|		tristeza  
	2020-07-01 00:00:00		peru lima|		ira 
	2020-07-01 00:00:00			pfizer|	miedo  
	2020-07-01 00:00:00	peru sexto|			ira  
	2020-07-01 00:00:00	ruptly peru lima|			alegria 
	2020-07-01 00:00:00		zamora|		tristeza   
	2020-07-01 00:00:00			dia 118|	miedo   
	2020-07-01 00:00:00		peru chile|mexico|		miedo
	2020-07-01 00:00:00		italia|		miedo 
	2020-07-01 00:00:00	situacion del peru|peru elcomercio peru lamulapic|			miedo  
	2020-07-01 00:00:00			congreso|	miedo   
	2020-07-01 00:00:00	elcomercio peru minsa|peru lamulapic twitter com|			ira   
	2020-07-01 00:00:00		latinoamerica peru|brasil|		ira
	2020-07-01 00:00:00		peru pic twitter com|		miedo
	2020-07-01 00:00:00			oit america latina|	miedo 
	2020-07-01 00:00:00		desvastador|		miedo  
	2020-07-01 00:00:00	zamora|	belgica|		alegria  
	2020-07-01 00:00:00	investigadorascisepa|		hhr health and human rights journal pic twitter com bfoowfv7mv|	tristeza
	2020-07-01 00:00:00		brasil|chile|argentina|ecuador|bolivia|		ira 
	2020-07-01 00:00:00	primeromisalud|			miedo   
	2020-07-01 00:00:00		india|		ira  
	2020-07-01 00:00:00		bangladesh|argentina|		miedo
	2020-07-01 00:00:00		brasil|	chile peru|	tristeza 
	2020-07-01 00:00:00		brasil|chile|colombia|argentina|bolivia|republica dominicana|		ira   
	2020-07-01 00:00:00	respira peru|			miedo 
	2020-07-01 00:00:00	jorge rodriguez|	zulia|colombia|brasil|		miedo  
	2020-07-01 00:00:00	daily confirmed|	chile|colombia|		alegria   
	2020-07-01 00:00:00		india|		miedo   
	2020-07-01 00:00:00		audio venezuela|zulia|colombia|brasil|bolivia|		miedo
	2020-07-01 00:00:00		zulia|colombia|brasil|bolivia|		miedo 
	2020-07-01 00:00:00		venezuela|bolivia|		miedo  
	2020-07-01 00:00:00	carlos|			miedo   
	2020-07-01 00:00:00		elpais america|		miedo
	2020-07-01 00:00:00		aragua 1|colombia|brasil|bolivia|zulia|		miedo 
	2020-07-01 00:00:00		venezuela|zulia|colombia|brasil|bolivia|		miedo  
	2020-07-01 00:00:00	01jul jorge|	de colombia|brasil|bolivia|		miedo   
	2020-07-01 00:00:00	jorge rodriguez|	venezuela|colombia|brasil|bolivia|		miedo
	2020-07-01 00:00:00		brasil|	chile peru|	tristeza  
	2020-07-01 00:00:00		colombia|brasil|bolivia|		miedo 
	2020-07-01 00:00:00	jorge rodriguez|	zulia|bolivar 7|miranda 3|aragua 1|lara|colombia|brasil|bolivia|		alegría
	2020-07-01 00:00:00	educacion|		todavia falte|	ira
	2020-07-01 00:00:00			informacion|	tristeza   
	2020-07-01 00:00:00	peru|			tristeza
	2020-07-01 00:00:00		venezuela|zulia|colombia|brasil|bolivia|		miedo  
	2020-07-01 00:00:00	findelacuarentena dia108|	mtc gobperu|rebrote d|		tristeza 
	2020-07-01 00:00:00		universitario|		miedo   
	2020-07-01 00:00:00		venezuela|zulia|colombia|brasil|bolivia|		miedo
	2020-07-01 00:00:00		vpdte|estado zulia|colombia|brasil|bolivia|		alegria 
	2020-07-01 00:00:00		colombia|brasil|bolivia|zulia 1|		tristeza  
	2020-07-01 00:00:00		india|		ira 
	2020-07-01 00:00:00	respira peru|			ira  
	2020-07-01 00:00:00		gran santiago manuin|sabiduria|	apu awajun|	miedo 
	2020-07-01 00:00:00		bolivia|		miedo  
	2020-07-01 00:00:00		bolivia|chile colombia|cuba|ecuador|eeuu|paraguay|venezuela|		tristeza   
	2020-07-01 00:00:00	respira peru cruzada|	conf|		tristeza
	2020-07-01 00:00:00		bolivia|		miedo   
	2020-07-01 00:00:00		venezuela|zulia|colombia|brasil|bolivia|		miedo
	2020-07-01 00:00:00	respira peru|	conf|		miedo 
	2020-07-01 00:00:00	ultimomomento jorge rodriguez|	colombia|brasil|bolivia|		miedo  
	2020-07-01 00:00:00		de colombia|		ira   
	2020-07-01 00:00:00	andinaenglish|			tristeza 
	2020-07-01 00:00:00		venezuela|zulia|colombia|brasil|bolivia|		miedo   
	2020-07-01 00:00:00	mario briceno|	colombia|brasil|bolivia|		alegria  
	2020-07-01 00:00:00		bolivia|		miedo
	2020-07-01 00:00:00	essaludperu|peru fioremolinelli|santiago manuin|			alegria   
	2020-07-01 00:00:00		venezuela|de colombia|brasil|bolivia|		miedo 
	2020-07-01 00:00:00		bolivia|		miedo  
	2020-07-01 00:00:00		bolivia|		miedo   
	2020-07-01 00:00:00		estados unidos|brasil|india|reino unido|italia|		tristeza  
	2020-07-01 00:00:00		bolivia|		miedo
	2020-07-01 00:00:00		colombia|bolivia|		miedo 
	2020-07-01 00:00:00		bolivia|chile colombia|cuba|ecuador|eeuu|paraguay|peru uruguay|venezuela|chile|colombia|		tristeza   
	2020-07-01 00:00:00		estados unidos|brasil|reino unido|india|		tristeza
	2020-07-01 00:00:00		colombia|bolivia|		miedo  
	2020-07-01 00:00:00		colombia|bolivia|		miedo   
	2020-07-01 00:00:00	elcomercio peru|			tristeza 
	2020-07-01 00:00:00	hernando de soto|	pais sra|peru pic|		tristeza  
	2020-07-01 00:00:00		1jul|de colombia|brasil|bolivia|estado zulia|	guaira venezuela nacional covid|	ira
	2020-07-01 00:00:00	hernando de soto|	pais sra|peru pic|		tristeza   
	2020-07-01 00:00:00		peru|corea|		miedo
	2020-07-01 00:00:00			reported peru health|	miedo 
	2020-07-01 00:00:00		peru chile|australia|		alegría
	2020-07-01 00:00:00		record|brasil|5432 colombia|ecuador|	bolivia|	miedo  
	2020-07-01 00:00:00	informan|	cusco|huancavelica|tacna|		ira 
	2020-07-01 00:00:00	1julio|			miedo   
	2020-07-01 00:00:00	benua amerika melaporkan tambahan|	korban|chile colombia|bolivia|		miedo
	2020-07-01 00:00:00		brasil|	chile peru|	tristeza
	2020-07-01 00:00:00		venezuela|zulia|de colombia|brasil|bolivia|		miedo 
	2020-07-01 00:00:00		colombia|chile|argentina|venezuela|		alegria 
	2020-07-01 00:00:00		peru chile|australia|		alegria  
	2020-07-01 00:00:00	peru|			miedo  
	2020-07-01 00:00:00	minsa peru|			miedo   
	2020-07-01 00:00:00	com vcouabb6zb|	bolivia|		miedo
	2020-07-01 00:00:00		europa|		alegria   
	2020-07-01 00:00:00	logodesigns|		delivery hot chicken|	miedo 
	2020-07-01 00:00:00		bolivia|		miedo  
	2020-07-01 00:00:00		argentina|bolivia|colombia|guatemala guyana|honduras|nicaragua|paraguay|		ira  
	2020-07-01 00:00:00	huanuco|	huanuco|		ira   
	2020-07-01 00:00:00			google|	tristeza 
	2020-07-01 00:00:00	tromepe diariocorreo diarioojo|			miedo   
	2020-07-01 00:00:00	reporte|mill|	argentina|chile|xrqvpu5a8|		alegría
	2020-07-01 00:00:00			profesion medica|	alegria 
	2020-07-01 00:00:00		brasil|	chile peru|	tristeza  
	2020-07-01 00:00:00		bahrain|city|chile|andorra|		ira
	2020-07-01 00:00:00		brasil|	chile peru|	tristeza   
	2020-07-01 00:00:00		peru essalud|		miedo
	2020-07-01 00:00:00	peru|minsa peru|huber valdivia pic twitter|			miedo 
	2020-07-01 00:00:00	minsa|contesto|			alegria  
	2020-07-01 00:00:00	peru|			tristeza
	2020-07-01 00:00:00	peru sexto|			ira 
	2020-07-01 00:00:00	pais|			tristeza 
	2020-07-01 00:00:00	respira peru|			ira  
	2020-07-01 00:00:00	essaludperu|			alegria   
	2020-07-01 00:00:00			dia|	tristeza  
	2020-07-01 00:00:00	peru|			ira   
	2020-07-01 00:00:00		colombia|bolivia|		alegría
	2020-07-01 00:00:00		colombia|bolivia|		alegria 
	2020-07-01 00:00:00	glance countr|infectd deaths|	india|		tristeza   
	2020-07-01 00:00:00	essalud inicia investigacion|elcomercio peru|			tristeza
	2020-07-01 00:00:00	peru|			ira
	2020-07-01 00:00:00	victor zamora|uds|victor zamora|			miedo  
	2020-07-01 00:00:00	lourdesfcalvo pic twitter|			ira 
	2020-07-01 00:00:00		1jul|venezuela|colombia|brasil|bolivia|		alegria  
	2020-07-01 00:00:00	elcomercio peru|			tristeza 
	2020-07-01 00:00:00	peru|much larger|			alegria   
	2020-07-01 00:00:00	millon mexico|	chile|colombia|	mit|	miedo   
	2020-07-01 00:00:00		bolivia|		miedo
	2020-07-01 00:00:00		muyyy|		miedo 
	2020-07-01 00:00:00		bolivia|		miedo  
	2020-07-01 00:00:00	joropo|			tristeza  
	2020-07-01 00:00:00	pizza hut|		burger king|	tristeza   
	2020-07-01 00:00:00		la habana|cuba|cuba|la habana|		tristeza
	2020-07-01 00:00:00	minjusdh peru mimpperu demusperu|			tristeza 
	2020-07-01 00:00:00		venezuela|		miedo   
	2020-07-01 00:00:00	ano pic twitter com|	usa|		miedo
	2020-07-01 00:00:00	luis juliero02279354|			miedo 
	2020-07-01 00:00:00			bbc news the fashion labels whose clothes are made by prisoners|	miedo  
	2020-07-01 00:00:00	minjusdh peru|ene huelga blanca|jueces feb|			ira  
	2020-07-01 00:00:00	manuel perez martinot|juan chan lau solucionsalud|peru rburhum gabc91|			miedo   
	2020-07-01 00:00:00	huerta|			miedo
	2020-07-01 00:00:00	situacion mostraria|peru brasil|	chile|ecuador|		tristeza  
	2020-07-01 00:00:00	essalud inicia investigacion|elcomercio peru|			tristeza   
	2020-07-01 00:00:00	peru|			alegría
	2020-07-01 00:00:00	peru|			alegria 
	2020-07-01 00:00:00	peru|			alegria  
	2020-07-01 00:00:00	senasa peru|			miedo 
	2020-07-01 00:00:00	video peru sexto|			ira   
	2020-07-01 00:00:00	pcmperu|			ira
	2020-07-01 00:00:00	mesa|	lgtbiq|trujillo peru killari|		miedo  
	2020-07-01 00:00:00	martin|	asociacion peruana de afectados y victimas del covid 19|		tristeza
	2020-07-02 00:00:00		china|bolivia mexico lockdown|paraguay uruguay|		miedo   
