source	time	person	location	organization	miscellaneous
	2020-05-01 00:00:00	martinvizcarrac pcmperu|			alegria  
	2020-05-01 00:00:00	mtpe peru|bono|essaludperu|sunafilperu pcmperu|			alegria   
	2020-05-01 00:00:00		peru pic|danchzwt4|		alegría
	2020-05-01 00:00:00		peru pic|com nrdbdcbadv|		alegria 
	2020-05-01 00:00:00		us|india|		alegria  
	2020-05-01 00:00:00	malditaternura minjusdh peru inpegob|huaraz|			tristeza 
	2020-05-01 00:00:00	diariocorreo elcomercio peru|pe tromepe|	educacion|		tristeza  
	2020-05-01 00:00:00		venezuela|		tristeza   
	2020-05-01 00:00:00	mavilahuertasc solcn verolinaresc|turno|			alegria   
	2020-05-01 00:00:00		perkembangan|		miedo   
	2020-05-01 00:00:00	minsa peru|pcmperu congresoperu|			tristeza
	2020-05-01 00:00:00			ud|	alegría
	2020-05-01 00:00:00	istayhome staysafestayhome|info followme dataanalysis|		italia israel peru switzerland mexico germany|	alegria 
	2020-05-01 00:00:00	situacion|			ira
	2020-05-01 00:00:00		estados unidos|brasil|	italia|	alegria  
	2020-05-01 00:00:00		poblacion|		alegria   
	2020-05-01 00:00:00		poblacion|		alegría
	2020-05-01 00:00:00		lima|huaraz|		miedo
	2020-05-01 00:00:00	essaludperu|organo|	eeuu|		tristeza 
	2020-05-01 00:00:00	paraguai pais|alberto fujimori foi liberada|	peru keiko fujimori filha do|venezuela|		ira 
	2020-05-01 00:00:00	peru|		martinvizcarrac|	miedo 
	2020-05-01 00:00:00	peru|			alegria 
	2020-05-01 00:00:00		vizcarra|		ira  
	2020-05-01 00:00:00		medellin colombia|		miedo  
	2020-05-01 00:00:00	martin vizcarra|			alegria  
	2020-05-01 00:00:00		lima|		ira   
	2020-05-01 00:00:00		china|india|ecuador|portugal|arabia saudita|		alegria   
	2020-05-01 00:00:00			dia|	tristeza  
	2020-05-01 00:00:00	1mayo cuarentena|	dia|		ira
	2020-05-01 00:00:00		tem hoje|		alegría
	2020-05-01 00:00:00		afpdechile|		tristeza   
	2020-05-01 00:00:00	porq|			miedo   
	2020-05-01 00:00:00		brasil|		alegria 
	2020-05-01 00:00:00	guillermo inca|	peru unido|		alegria  
	2020-05-01 00:00:00	1mayo dia47pic twitter com|		actualizacion dela situacion|	miedo
	2020-05-01 00:00:00		rusia|brasil|reino unido|india|italia|		alegria   
	2020-05-01 00:00:00	walter martos|	mochequeque|lambayeque|		tristeza
	2020-05-01 00:00:00		lambayeque|	epp|	alegría
	2020-05-01 00:00:00		poblacion|		alegria 
	2020-05-01 00:00:00	minsa|			tristeza 
	2020-05-01 00:00:00		peru caraxo|		alegria  
	2020-05-01 00:00:00	coronavirus|			ira 
	2020-05-01 00:00:00	coronavirus|			ira  
	2020-05-01 00:00:00		twitter com kvciqvppwt|		alegria   
	2020-05-01 00:00:00	peru yasmin|			ira   
	2020-05-01 00:00:00		peru motin|		alegría
	2020-05-01 00:00:00	peru|			miedo 
	2020-05-01 00:00:00		venezuela|		ira
	2020-05-01 00:00:00	peru|oscar leoncio|qepd ydl gsg osito|			alegria 
	2020-05-01 00:00:00		peru|		alegria  
	2020-05-01 00:00:00		los estados unidos|		miedo  
	2020-05-01 00:00:00		us|us|		tristeza  
	2020-05-01 00:00:00	minsa peru|	covid|		miedo   
	2020-05-01 00:00:00		china|suecia|india|rusia|		alegria   
	2020-05-01 00:00:00	peru|			tristeza   
	2020-05-01 00:00:00	1mayo dia47|educacion el peru|			alegría
	2020-05-01 00:00:00	saetazos reporteya|			alegria 
	2020-05-01 00:00:00			qe|	miedo
	2020-05-01 00:00:00		chile|colombia|		tristeza
	2020-05-01 00:00:00		china|		alegria  
	2020-05-01 00:00:00		bolivia colombia|ecuador|venezuela|		tristeza 
	2020-05-01 00:00:00	pls saben|1mayo coronavirusperu|			tristeza  
